sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-26.3;-21.7;20.9;141.08;-36.23;2.79;0.0;28.486;;;;;;86.0;59.0;3.0;171167;2014-11-08 14:05:48:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.6;-22.4;21.9;143.92;-36.23;2.79;0.0;27.901;;;;;;86.0;59.0;3.0;171667;2014-11-08 14:05:49:322
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.7;-23.2;21.9;145.78;-36.23;2.79;0.0;29.221;;;;;;86.0;59.0;3.0;172167;2014-11-08 14:05:49:822
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.9;-23.0;22.9;146.32;-36.23;2.79;0.0;30.249;;;;;;86.0;59.0;3.0;172668;2014-11-08 14:05:50:323
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.0;-22.6;24.2;148.05;-36.23;2.79;0.0;51.741;;;;;;86.0;59.0;3.0;173169;2014-11-08 14:05:50:824
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.2;-25.7;21.9;150.06;-36.23;2.79;0.0;46.412;;;;;;86.0;59.0;3.0;173669;2014-11-08 14:05:51:324
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-1.7;-37.8;-5.4;175.38;-36.23;2.79;0.4;41.084;;;;;;86.0;59.0;3.0;174170;2014-11-08 14:05:51:825
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-3.5;-32.8;-18.0;174.1;-36.23;2.79;0.4;27.373;;;;;;86.0;59.0;3.0;174670;2014-11-08 14:05:52:325
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-2.7;-36.0;-10.5;171.47;-36.23;2.79;0.4;27.785;;;;;;86.0;59.0;3.0;175170;2014-11-08 14:05:52:825
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-4.4;-35.6;-11.3;169.09;-36.23;2.79;0.4;28.273;;;;;;86.0;59.0;3.0;175995;2014-11-08 14:05:53:650
-2.7581;3.6774;7.9678;-2.7333;3.2234;10.207;-0.0248;0.4541;-2.2392;-5.8;-34.1;-16.1;166.69;-13.76;10.07;0.4;28.027;;;;;;86.0;59.0;3.0;176496;2014-11-08 14:05:54:151
0.3065;3.9839;8.5807;-1.2163;2.7722;8.5387;1.5228;1.2117;0.0421;-7.8;-33.7;-12.2;159.41;-18.97;15.58;0.4;64.177;;;;;;84.2;59.0;3.0;176997;2014-11-08 14:05:54:652
1.5323;4.75;8.5807;0.8408;4.5792;8.2974;0.6915;0.1708;0.2833;-7.0;-36.4;-8.1;167.69;-25.24;-4.78;0.4;27.8;;;;;;84.2;59.0;3.0;177498;2014-11-08 14:05:55:153
2.4516;3.8307;9.0404;1.7273;4.288;8.5808;0.7243;-0.4573;0.4596;-9.6;-36.0;-9.6;162.31;-29.02;-9.24;0.4;27.375;;;;;;84.2;59.0;3.0;178000;2014-11-08 14:05:55:655
0.9194;3.6774;8.8872;2.9518;4.1423;8.2042;-2.0324;-0.4649;0.683;-12.5;-36.4;-10.2;163.25;-23.97;-18.18;0.4;33.448;;;;;;84.2;59.0;3.0;178520;2014-11-08 14:05:56:175
0.1532;4.4436;8.5807;0.4938;3.8467;8.6938;-0.3406;0.5969;-0.113;-13.0;-34.9;-10.9;155.95;-23.17;-3.55;0.4;27.981;;;;;;84.2;59.0;3.0;179030;2014-11-08 14:05:56:685
1.0726;6.1291;7.3549;0.1464;4.6149;8.5048;0.9262;1.5141;-1.1499;-10.9;-35.8;-2.6;156.18;-27.01;-1.37;0.4;27.523;;;;;;84.2;59.0;3.0;179531;2014-11-08 14:05:57:186
